relative_path,mean_mad
mad/20181121_depthmap_1318_0172_no_mad_M4_FinalMeasurability.tif,0.957223
mad/20181121_depthmap_1578_0097_no_mad_M4_FinalMeasurability.tif,0.908093
mad/20181121_depthmap_0766_0335_no_mad_M4_FinalMeasurability.tif,0.00260123
mad/20181121_depthmap_0845_0312_no_mad_M4_FinalMeasurability.tif,0.097585
mad/20181121_depthmap_0675_0362_no_mad_M4_FinalMeasurability.tif,0.46837
mad/20181121_depthmap_0984_0270_no_mad_M4_FinalMeasurability.tif,0.912307
mad/20181121_depthmap_0242_0492_no_mad_M4_FinalMeasurability.tif,0.697212
mad/20181121_depthmap_0515_0410_no_mad_M4_FinalMeasurability.tif,0.958054
mad/20181121_depthmap_0975_0273_no_mad_M4_FinalMeasurability.tif,0.905797
mad/20181121_depthmap_1349_0163_no_mad_M4_FinalMeasurability.tif,0.903834
mad/20181121_depthmap_0191_0507_no_mad_M4_FinalMeasurability.tif,0.923802
mad/20181121_depthmap_0779_0331_no_mad_M4_FinalMeasurability.tif,0.336678
mad/20181121_depthmap_0902_0295_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_1803_0032_no_mad_M4_FinalMeasurability.tif,0.604338
mad/20181121_depthmap_0004_0563_no_mad_M4_FinalMeasurability.tif,0.553022
mad/20181121_depthmap_0941_0283_no_mad_M4_FinalMeasurability.tif,0.0869073
mad/20181121_depthmap_0860_0307_no_mad_M4_FinalMeasurability.tif,0.000690144
mad/20181121_depthmap_1048_0252_no_mad_M4_FinalMeasurability.tif,0.735321
mad/20181121_depthmap_0924_0288_no_mad_M4_FinalMeasurability.tif,0.841578
mad/20181121_depthmap_1457_0131_no_mad_M4_FinalMeasurability.tif,0.913935
mad/20181121_depthmap_1582_0096_no_mad_M4_FinalMeasurability.tif,0.80673
mad/20181121_depthmap_0020_0558_no_mad_M4_FinalMeasurability.tif,0.00984649
mad/20181121_depthmap_0117_0528_no_mad_M4_FinalMeasurability.tif,0.89526
mad/20181121_depthmap_1079_0242_no_mad_M4_FinalMeasurability.tif,0.634666
mad/20181121_depthmap_1554_0104_no_mad_M4_FinalMeasurability.tif,0.891754
mad/20181121_depthmap_0120_0527_no_mad_M4_FinalMeasurability.tif,0.855747
mad/20181121_depthmap_1679_0067_no_mad_M4_FinalMeasurability.tif,0.948255
mad/20181121_depthmap_1595_0092_no_mad_M4_FinalMeasurability.tif,0.908154
mad/20181121_depthmap_0322_0467_no_mad_M4_FinalMeasurability.tif,0.922286
mad/20181121_depthmap_1134_0226_no_mad_M4_FinalMeasurability.tif,0.956547
mad/20181121_depthmap_1623_0084_no_mad_M4_FinalMeasurability.tif,0.924115
mad/20181121_depthmap_1504_0118_no_mad_M4_FinalMeasurability.tif,0.255761
mad/20181121_depthmap_0979_0272_no_mad_M4_FinalMeasurability.tif,0.937289
mad/20181121_depthmap_0848_0310_no_mad_M4_FinalMeasurability.tif,0.722032
mad/20181121_depthmap_0116_0529_no_mad_M4_FinalMeasurability.tif,0.915297
mad/20181121_depthmap_1310_0174_no_mad_M4_FinalMeasurability.tif,0.841491
mad/20181121_depthmap_1770_0041_no_mad_M4_FinalMeasurability.tif,0.926382
mad/20181121_depthmap_1833_0023_no_mad_M4_FinalMeasurability.tif,0.939376
mad/20181121_depthmap_1840_0021_no_mad_M4_FinalMeasurability.tif,0.937204
mad/20181121_depthmap_0622_0378_no_mad_M4_FinalMeasurability.tif,0.947567
mad/20181121_depthmap_0131_0524_no_mad_M4_FinalMeasurability.tif,0.890764
mad/20181121_depthmap_1814_0028_no_mad_M4_FinalMeasurability.tif,0.717959
mad/20181121_depthmap_1248_0193_no_mad_M4_FinalMeasurability.tif,0.753521
mad/20181121_depthmap_0280_0481_no_mad_M4_FinalMeasurability.tif,0.927037
mad/20181121_depthmap_0381_0451_no_mad_M4_FinalMeasurability.tif,0.951529
mad/20181121_depthmap_0141_0521_no_mad_M4_FinalMeasurability.tif,0.96309
mad/20181121_depthmap_1129_0228_no_mad_M4_FinalMeasurability.tif,0.943576
mad/20181121_depthmap_1235_0196_no_mad_M4_FinalMeasurability.tif,0.950868
mad/20181121_depthmap_1679_0068_no_mad_M4_FinalMeasurability.tif,0.664032
mad/20181121_depthmap_0777_0331_no_mad_M4_FinalMeasurability.tif,0.00711243
mad/20181121_depthmap_1562_0102_no_mad_M4_FinalMeasurability.tif,0.916385
mad/20181121_depthmap_1133_0226_no_mad_M4_FinalMeasurability.tif,0.954008
mad/20181121_depthmap_1284_0183_no_mad_M4_FinalMeasurability.tif,0.379423
mad/20181121_depthmap_1617_0086_no_mad_M4_FinalMeasurability.tif,0.924584
mad/20181121_depthmap_1875_0003_no_mad_M4_FinalMeasurability.tif,0.941008
mad/20181121_depthmap_1221_0200_no_mad_M4_FinalMeasurability.tif,0.944633
mad/20181121_depthmap_1051_0250_no_mad_M4_FinalMeasurability.tif,0.920312
mad/20181121_depthmap_0829_0317_no_mad_M4_FinalMeasurability.tif,0.945265
mad/20181121_depthmap_0870_0304_no_mad_M4_FinalMeasurability.tif,0.0191797
mad/20181121_depthmap_1419_0143_no_mad_M4_FinalMeasurability.tif,0.873027
mad/20181121_depthmap_0503_0414_no_mad_M4_FinalMeasurability.tif,0.869971
mad/20181121_depthmap_1535_0109_no_mad_M4_FinalMeasurability.tif,0.923632
mad/20181121_depthmap_0232_0495_no_mad_M4_FinalMeasurability.tif,0.301224
mad/20181121_depthmap_1282_0183_no_mad_M4_FinalMeasurability.tif,0.937918
mad/20181121_depthmap_1037_0254_no_mad_M4_FinalMeasurability.tif,0.935732
mad/20181121_depthmap_1617_0085_no_mad_M4_FinalMeasurability.tif,0.940199
mad/20181121_depthmap_1744_0049_no_mad_M4_FinalMeasurability.tif,0.919758
mad/20181121_depthmap_0750_0340_no_mad_M4_FinalMeasurability.tif,0.35035
mad/20181121_depthmap_0647_0371_no_mad_M4_FinalMeasurability.tif,0.811746
mad/20181121_depthmap_0219_0498_no_mad_M4_FinalMeasurability.tif,0.947119
mad/20181121_depthmap_0802_0324_no_mad_M4_FinalMeasurability.tif,0.941624
mad/20181121_depthmap_1514_0115_no_mad_M4_FinalMeasurability.tif,0.00417813
mad/20181121_depthmap_1524_0112_no_mad_M4_FinalMeasurability.tif,0.829059
mad/20181121_depthmap_1613_0087_no_mad_M4_FinalMeasurability.tif,0.921508
mad/20181121_depthmap_0494_0417_no_mad_M4_FinalMeasurability.tif,0.371208
mad/20181121_depthmap_0446_0431_no_mad_M4_FinalMeasurability.tif,0.00671862
mad/20181121_depthmap_1815_0028_no_mad_M4_FinalMeasurability.tif,0.94793
mad/20181121_depthmap_0893_0297_no_mad_M4_FinalMeasurability.tif,0.00489964
mad/20181121_depthmap_1197_0207_no_mad_M4_FinalMeasurability.tif,0.948579
mad/20181121_depthmap_1106_0234_no_mad_M4_FinalMeasurability.tif,0.895028
mad/20181121_depthmap_1741_0049_no_mad_M4_FinalMeasurability.tif,0.531895
mad/20181121_depthmap_1851_0018_no_mad_M4_FinalMeasurability.tif,0.0397549
mad/20181121_depthmap_0978_0272_no_mad_M4_FinalMeasurability.tif,0.929968
mad/20181121_depthmap_1418_0143_no_mad_M4_FinalMeasurability.tif,0.8877
mad/20181121_depthmap_0152_0519_no_mad_M4_FinalMeasurability.tif,0.951207
mad/20181121_depthmap_1453_0133_no_mad_M4_FinalMeasurability.tif,0.91658
mad/20181121_depthmap_1793_0035_no_mad_M4_FinalMeasurability.tif,0.878872
mad/20181121_depthmap_0948_0281_no_mad_M4_FinalMeasurability.tif,0.676712
mad/20181121_depthmap_1861_0016_no_mad_M4_FinalMeasurability.tif,0.547124
mad/20181121_depthmap_1405_0146_no_mad_M4_FinalMeasurability.tif,0.896244
mad/20181121_depthmap_0640_0373_no_mad_M4_FinalMeasurability.tif,0.885502
mad/20181121_depthmap_1751_0047_no_mad_M4_FinalMeasurability.tif,0.890133
mad/20181121_depthmap_0756_0338_no_mad_M4_FinalMeasurability.tif,0.934465
mad/20181121_depthmap_0789_0328_no_mad_M4_FinalMeasurability.tif,0.939699
mad/20181121_depthmap_1176_0213_no_mad_M4_FinalMeasurability.tif,0.899778
mad/20181121_depthmap_0043_0551_no_mad_M4_FinalMeasurability.tif,0.0499611
mad/20181121_depthmap_0139_0522_no_mad_M4_FinalMeasurability.tif,0.949715
mad/20181121_depthmap_0895_0297_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_0230_0495_no_mad_M4_FinalMeasurability.tif,0.927135
mad/20181121_depthmap_0854_0309_no_mad_M4_FinalMeasurability.tif,0.139511
mad/20181121_depthmap_0263_0485_no_mad_M4_FinalMeasurability.tif,0.907635
mad/20181121_depthmap_1294_0179_no_mad_M4_FinalMeasurability.tif,0.934289
mad/20181121_depthmap_1095_0237_no_mad_M4_FinalMeasurability.tif,0.941378
mad/20181121_depthmap_0596_0386_no_mad_M4_FinalMeasurability.tif,0.949632
mad/20181121_depthmap_0375_0452_no_mad_M4_FinalMeasurability.tif,0.948189
mad/20181121_depthmap_1108_0233_no_mad_M4_FinalMeasurability.tif,0.863342
mad/20181121_depthmap_0464_0426_no_mad_M4_FinalMeasurability.tif,0.617624
mad/20181121_depthmap_1782_0038_no_mad_M4_FinalMeasurability.tif,0.246742
mad/20181121_depthmap_1875_0004_no_mad_M4_FinalMeasurability.tif,0.818928
mad/20181121_depthmap_1821_0026_no_mad_M4_FinalMeasurability.tif,0.7616
mad/20181121_depthmap_0396_0445_no_mad_M4_FinalMeasurability.tif,0.806213
mad/20181121_depthmap_0611_0382_no_mad_M4_FinalMeasurability.tif,0.622806
mad/20181121_depthmap_1400_0148_no_mad_M4_FinalMeasurability.tif,0.946538
mad/20181121_depthmap_0099_0535_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_0839_0314_no_mad_M4_FinalMeasurability.tif,0.763189
mad/20181121_depthmap_0063_0545_no_mad_M4_FinalMeasurability.tif,0.0247422
mad/20181121_depthmap_1396_0149_no_mad_M4_FinalMeasurability.tif,0.937162
mad/20181121_depthmap_1842_0020_no_mad_M4_FinalMeasurability.tif,0.94667
mad/20181121_depthmap_1298_0179_no_mad_M4_FinalMeasurability.tif,0.936704
mad/20181121_depthmap_0582_0390_no_mad_M4_FinalMeasurability.tif,0.899357
mad/20181121_depthmap_0465_0425_no_mad_M4_FinalMeasurability.tif,0.870173
mad/20181121_depthmap_1765_0043_no_mad_M4_FinalMeasurability.tif,0.471512
mad/20181121_depthmap_0317_0469_no_mad_M4_FinalMeasurability.tif,0.399919
mad/20181121_depthmap_0144_0521_no_mad_M4_FinalMeasurability.tif,0.818094
mad/20181121_depthmap_0342_0462_no_mad_M4_FinalMeasurability.tif,0.950882
mad/20181121_depthmap_0259_0487_no_mad_M4_FinalMeasurability.tif,0.94603
mad/20181121_depthmap_0761_0337_no_mad_M4_FinalMeasurability.tif,0.944048
mad/20181121_depthmap_0078_0540_no_mad_M4_FinalMeasurability.tif,0.123281
mad/20181121_depthmap_0821_0318_no_mad_M4_FinalMeasurability.tif,0.125996
mad/20181121_depthmap_0114_0529_no_mad_M4_FinalMeasurability.tif,0.920831
mad/20181121_depthmap_1041_0253_no_mad_M4_FinalMeasurability.tif,0.898705
mad/20181121_depthmap_1109_0233_no_mad_M4_FinalMeasurability.tif,0.953672
mad/20181121_depthmap_1660_0073_no_mad_M4_FinalMeasurability.tif,0.921864
mad/20181121_depthmap_1576_0097_no_mad_M4_FinalMeasurability.tif,0.928991
mad/20181121_depthmap_0329_0465_no_mad_M4_FinalMeasurability.tif,0.930238
mad/20181121_depthmap_1558_0102_no_mad_M4_FinalMeasurability.tif,0.914286
mad/20181121_depthmap_0349_0460_no_mad_M4_FinalMeasurability.tif,0.848535
mad/20181121_depthmap_0861_0307_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_0680_0361_no_mad_M4_FinalMeasurability.tif,0.437315
mad/20181121_depthmap_0563_0396_no_mad_M4_FinalMeasurability.tif,0.772028
mad/20181121_depthmap_1731_0053_no_mad_M4_FinalMeasurability.tif,0.939662
mad/20181121_depthmap_0392_0447_no_mad_M4_FinalMeasurability.tif,0.933198
mad/20181121_depthmap_0740_0343_no_mad_M4_FinalMeasurability.tif,0.921099
mad/20181121_depthmap_0814_0322_no_mad_M4_FinalMeasurability.tif,0.201084
mad/20181121_depthmap_1083_0241_no_mad_M4_FinalMeasurability.tif,0.849601
mad/20181121_depthmap_1483_0124_no_mad_M4_FinalMeasurability.tif,0.912717
mad/20181121_depthmap_0293_0477_no_mad_M4_FinalMeasurability.tif,0.932201
mad/20181121_depthmap_1152_0221_no_mad_M4_FinalMeasurability.tif,0.87526
mad/20181121_depthmap_1808_0031_no_mad_M4_FinalMeasurability.tif,0.877418
mad/20181121_depthmap_1486_0124_no_mad_M4_FinalMeasurability.tif,0.856715
mad/20181121_depthmap_0932_0285_no_mad_M4_FinalMeasurability.tif,0.564151
mad/20181121_depthmap_1568_0099_no_mad_M4_FinalMeasurability.tif,0.933361
mad/20181121_depthmap_0158_0517_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_1863_0012_no_mad_M4_FinalMeasurability.tif,0.83438
mad/20181121_depthmap_0304_0473_no_mad_M4_FinalMeasurability.tif,0.773097
mad/20181121_depthmap_0556_0398_no_mad_M4_FinalMeasurability.tif,0.763607
mad/20181121_depthmap_1123_0229_no_mad_M4_FinalMeasurability.tif,0.917308
mad/20181121_depthmap_1201_0206_no_mad_M4_FinalMeasurability.tif,0.947476
mad/20181121_depthmap_1190_0209_no_mad_M4_FinalMeasurability.tif,0.940983
mad/20181121_depthmap_1410_0146_no_mad_M4_FinalMeasurability.tif,0.824235
mad/20181121_depthmap_1237_0196_no_mad_M4_FinalMeasurability.tif,0.924577
mad/20181121_depthmap_0431_0436_no_mad_M4_FinalMeasurability.tif,0.917159
mad/20181121_depthmap_0096_0536_no_mad_M4_FinalMeasurability.tif,0.0131019
mad/20181121_depthmap_1847_0019_no_mad_M4_FinalMeasurability.tif,0.895496
mad/20181121_depthmap_0042_0551_no_mad_M4_FinalMeasurability.tif,0.0153437
mad/20181121_depthmap_1488_0123_no_mad_M4_FinalMeasurability.tif,0.90728
mad/20181121_depthmap_1121_0230_no_mad_M4_FinalMeasurability.tif,0.937778
mad/20181121_depthmap_1493_0121_no_mad_M4_FinalMeasurability.tif,0.876471
mad/20181121_depthmap_0587_0389_no_mad_M4_FinalMeasurability.tif,0.878698
mad/20181121_depthmap_0095_0536_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_1872_0002_no_mad_M4_FinalMeasurability.tif,0.58162
mad/20181121_depthmap_0649_0369_no_mad_M4_FinalMeasurability.tif,0.933823
mad/20181121_depthmap_0043_0552_no_mad_M4_FinalMeasurability.tif,0.0651627
mad/20181121_depthmap_1862_0013_no_mad_M4_FinalMeasurability.tif,0.885406
mad/20181121_depthmap_1307_0175_no_mad_M4_FinalMeasurability.tif,0.92813
mad/20181121_depthmap_1662_0072_no_mad_M4_FinalMeasurability.tif,0.955152
mad/20181121_depthmap_0712_0352_no_mad_M4_FinalMeasurability.tif,0.886074
mad/20181121_depthmap_0623_0377_no_mad_M4_FinalMeasurability.tif,0.915103
mad/20181121_depthmap_0044_0551_no_mad_M4_FinalMeasurability.tif,0.152551
mad/20181121_depthmap_0040_0552_no_mad_M4_FinalMeasurability.tif,0
mad/20181121_depthmap_0019_0558_no_mad_M4_FinalMeasurability.tif,0.0279594
mad/20181121_depthmap_0319_0468_no_mad_M4_FinalMeasurability.tif,0.882639
mad/20181121_depthmap_0912_0291_no_mad_M4_FinalMeasurability.tif,0.474826
mad/20181121_depthmap_1848_0018_no_mad_M4_FinalMeasurability.tif,0.3662
mad/20181121_depthmap_1685_0066_no_mad_M4_FinalMeasurability.tif,0.918926
mad/20181121_depthmap_0976_0273_no_mad_M4_FinalMeasurability.tif,0.952157
mad/20181121_depthmap_1223_0200_no_mad_M4_FinalMeasurability.tif,0.932545
mad/20181121_depthmap_0899_0295_no_mad_M4_FinalMeasurability.tif,0.00174933
