relative_path,mean_slope
./20181121_depthmap_0334_0464_no_r002_slo.tif,7.00801
./20181121_depthmap_1526_0112_no_r002_slo.tif,9.13801
./20181121_depthmap_0195_0505_no_r002_slo.tif,7.59135
./20181121_depthmap_0204_0503_no_r002_slo.tif,8.03446
./20181121_depthmap_0916_0290_no_r002_slo.tif,13.5034
./20181121_depthmap_0342_0462_no_r002_slo.tif,6.84453
./20181121_depthmap_1190_0209_no_r002_slo.tif,7.96802
./20181121_depthmap_1327_0170_no_r002_slo.tif,8.92979
./20181121_depthmap_0927_0287_no_r002_slo.tif,20.6665
./20181121_depthmap_0810_0322_no_r002_slo.tif,6.54725
./20181121_depthmap_0646_0371_no_r002_slo.tif,8.56079
./20181121_depthmap_1562_0102_no_r002_slo.tif,8.83962
./20181121_depthmap_1494_0122_no_r002_slo.tif,9.21978
./20181121_depthmap_0680_0360_no_r002_slo.tif,10.8613
./20181121_depthmap_1863_0012_no_r002_slo.tif,9.05647
./20181121_depthmap_1004_0264_no_r002_slo.tif,6.99696
./20181121_depthmap_1213_0203_no_r002_slo.tif,7.73387
./20181121_depthmap_1849_0019_no_r002_slo.tif,11.4705
./20181121_depthmap_1818_0027_no_r002_slo.tif,7.54751
./20181121_depthmap_1168_0216_no_r002_slo.tif,7.03838
./20181121_depthmap_1791_0035_no_r002_slo.tif,12.6451
./20181121_depthmap_0118_0529_no_r002_slo.tif,8.41432
./20181121_depthmap_1008_0263_no_r002_slo.tif,6.5614
./20181121_depthmap_1272_0186_no_r002_slo.tif,8.07758
./20181121_depthmap_0974_0274_no_r002_slo.tif,8.46888
./20181121_depthmap_1330_0168_no_r002_slo.tif,10.2332
./20181121_depthmap_1105_0234_no_r002_slo.tif,9.48506
./20181121_depthmap_0809_0322_no_r002_slo.tif,7.16156
./20181121_depthmap_0519_0410_no_r002_slo.tif,6.95082
./20181121_depthmap_0685_0360_no_r002_slo.tif,9.51718
./20181121_depthmap_1079_0243_no_r002_slo.tif,8.76282
./20181121_depthmap_0256_0487_no_r002_slo.tif,7.46409
./20181121_depthmap_1300_0177_no_r002_slo.tif,8.41977
./20181121_depthmap_1618_0085_no_r002_slo.tif,7.37934
./20181121_depthmap_1215_0202_no_r002_slo.tif,6.32749
./20181121_depthmap_1466_0129_no_r002_slo.tif,6.9932
./20181121_depthmap_0584_0390_no_r002_slo.tif,9.20318
./20181121_depthmap_0782_0330_no_r002_slo.tif,9.3068
./20181121_depthmap_0297_0475_no_r002_slo.tif,6.13676
./20181121_depthmap_1503_0118_no_r002_slo.tif,9.64907
./20181121_depthmap_1197_0207_no_r002_slo.tif,7.58396
./20181121_depthmap_0930_0286_no_r002_slo.tif,14.1284
./20181121_depthmap_0664_0366_no_r002_slo.tif,8.51417
./20181121_depthmap_0490_0418_no_r002_slo.tif,8.09394
./20181121_depthmap_1029_0257_no_r002_slo.tif,6.93868
./20181121_depthmap_1602_0089_no_r002_slo.tif,9.02151
./20181121_depthmap_1001_0265_no_r002_slo.tif,6.82538
./20181121_depthmap_0650_0370_no_r002_slo.tif,8.27493
./20181121_depthmap_0316_0470_no_r002_slo.tif,9.47052
./20181121_depthmap_0326_0466_no_r002_slo.tif,8.63424
./20181121_depthmap_0795_0327_no_r002_slo.tif,10.0057
./20181121_depthmap_1621_0084_no_r002_slo.tif,7.60086
./20181121_depthmap_0396_0446_no_r002_slo.tif,9.93503
./20181121_depthmap_0338_0463_no_r002_slo.tif,6.05228
./20181121_depthmap_0236_0494_no_r002_slo.tif,9.7692
./20181121_depthmap_0596_0386_no_r002_slo.tif,7.2951
./20181121_depthmap_0591_0387_no_r002_slo.tif,7.67895
./20181121_depthmap_0770_0334_no_r002_slo.tif,9.70356
./20181121_depthmap_0182_0509_no_r002_slo.tif,7.17912
./20181121_depthmap_1069_0245_no_r002_slo.tif,6.22919
./20181121_depthmap_0035_0554_no_r002_slo.tif,11.0601
./20181121_depthmap_0143_0520_no_r002_slo.tif,8.43719
./20181121_depthmap_1620_0085_no_r002_slo.tif,8.64375
./20181121_depthmap_1185_0211_no_r002_slo.tif,6.93902
./20181121_depthmap_1489_0123_no_r002_slo.tif,8.49092
./20181121_depthmap_0451_0429_no_r002_slo.tif,22.6271
./20181121_depthmap_0411_0441_no_r002_slo.tif,11.205
./20181121_depthmap_1568_0100_no_r002_slo.tif,8.07388
./20181121_depthmap_0422_0438_no_r002_slo.tif,6.65254
./20181121_depthmap_1126_0228_no_r002_slo.tif,6.4214
./20181121_depthmap_1848_0019_no_r002_slo.tif,9.4077
./20181121_depthmap_0945_0281_no_r002_slo.tif,13.9304
./20181121_depthmap_0056_0548_no_r002_slo.tif,10.6276
./20181121_depthmap_1815_0028_no_r002_slo.tif,6.71835
./20181121_depthmap_0152_0518_no_r002_slo.tif,8.58426
./20181121_depthmap_1694_0063_no_r002_slo.tif,6.84819
./20181121_depthmap_1251_0192_no_r002_slo.tif,8.08203
./20181121_depthmap_0031_0554_no_r002_slo.tif,13.8434
./20181121_depthmap_0705_0354_no_r002_slo.tif,13.3514
./20181121_depthmap_0953_0279_no_r002_slo.tif,7.93631
./20181121_depthmap_1306_0176_no_r002_slo.tif,7.02944
./20181121_depthmap_0456_0429_no_r002_slo.tif,16.5322
./20181121_depthmap_1345_0165_no_r002_slo.tif,8.47079
./20181121_depthmap_1214_0203_no_r002_slo.tif,8.19738
./20181121_depthmap_1590_0093_no_r002_slo.tif,7.26854
./20181121_depthmap_1167_0216_no_r002_slo.tif,6.83654
./20181121_depthmap_0009_0561_no_r002_slo.tif,20.9948
./20181121_depthmap_1303_0177_no_r002_slo.tif,7.60231
./20181121_depthmap_1703_0060_no_r002_slo.tif,11.8327
./20181121_depthmap_0056_0547_no_r002_slo.tif,8.47571
./20181121_depthmap_0309_0471_no_r002_slo.tif,8.98091
./20181121_depthmap_1356_0161_no_r002_slo.tif,6.51396
./20181121_depthmap_0093_0536_no_r002_slo.tif,13.4816
./20181121_depthmap_1772_0041_no_r002_slo.tif,10.2272
./20181121_depthmap_1502_0119_no_r002_slo.tif,13.6663
./20181121_depthmap_0977_0272_no_r002_slo.tif,7.82787
./20181121_depthmap_0874_0303_no_r002_slo.tif,6.98389
./20181121_depthmap_1041_0254_no_r002_slo.tif,9.43994
./20181121_depthmap_1060_0248_no_r002_slo.tif,6.79015
./20181121_depthmap_1537_0109_no_r002_slo.tif,9.00702
./20181121_depthmap_0522_0408_no_r002_slo.tif,13.6314
./20181121_depthmap_0107_0532_no_r002_slo.tif,10.9435
./20181121_depthmap_0363_0455_no_r002_slo.tif,8.007
./20181121_depthmap_1776_0040_no_r002_slo.tif,9.00245
./20181121_depthmap_1388_0152_no_r002_slo.tif,7.94846
./20181121_depthmap_0175_0512_no_r002_slo.tif,9.41203
./20181121_depthmap_1166_0217_no_r002_slo.tif,9.05344
./20181121_depthmap_0454_0428_no_r002_slo.tif,18.0661
./20181121_depthmap_1030_0256_no_r002_slo.tif,9.11279
./20181121_depthmap_0758_0337_no_r002_slo.tif,8.03047
./20181121_depthmap_1277_0184_no_r002_slo.tif,6.65106
./20181121_depthmap_1131_0227_no_r002_slo.tif,6.55467
./20181121_depthmap_1609_0087_no_r002_slo.tif,9.12523
./20181121_depthmap_1178_0213_no_r002_slo.tif,6.57015
./20181121_depthmap_0142_0522_no_r002_slo.tif,9.19785
./20181121_depthmap_0631_0375_no_r002_slo.tif,10.3111
./20181121_depthmap_0223_0498_no_r002_slo.tif,10.5266
./20181121_depthmap_0666_0365_no_r002_slo.tif,7.49339
./20181121_depthmap_1437_0138_no_r002_slo.tif,8.54518
./20181121_depthmap_0565_0395_no_r002_slo.tif,9.68215
./20181121_depthmap_1164_0217_no_r002_slo.tif,15.4867
./20181121_depthmap_0937_0284_no_r002_slo.tif,13.5812
./20181121_depthmap_0219_0498_no_r002_slo.tif,7.018
./20181121_depthmap_0071_0543_no_r002_slo.tif,12.3017
./20181121_depthmap_0909_0293_no_r002_slo.tif,18.111
./20181121_depthmap_0235_0494_no_r002_slo.tif,9.6965
./20181121_depthmap_0956_0279_no_r002_slo.tif,8.62832
./20181121_depthmap_0543_0402_no_r002_slo.tif,8.855
./20181121_depthmap_1522_0113_no_r002_slo.tif,15.1503
./20181121_depthmap_0492_0417_no_r002_slo.tif,7.72396
./20181121_depthmap_1592_0092_no_r002_slo.tif,8.95889
./20181121_depthmap_0025_0557_no_r002_slo.tif,18.0573
./20181121_depthmap_0003_0563_no_r002_slo.tif,13.211
./20181121_depthmap_1674_0069_no_r002_slo.tif,14.6036
./20181121_depthmap_1424_0141_no_r002_slo.tif,7.33681
./20181121_depthmap_0396_0445_no_r002_slo.tif,10.1883
./20181121_depthmap_1337_0166_no_r002_slo.tif,9.97595
./20181121_depthmap_1234_0196_no_r002_slo.tif,9.0086
./20181121_depthmap_1321_0171_no_r002_slo.tif,7.96342
./20181121_depthmap_1858_0016_no_r002_slo.tif,9.79096
./20181121_depthmap_1837_0022_no_r002_slo.tif,8.10114
./20181121_depthmap_0876_0303_no_r002_slo.tif,8.24889
./20181121_depthmap_1864_0011_no_r002_slo.tif,18.5463
./20181121_depthmap_0465_0425_no_r002_slo.tif,9.71915
./20181121_depthmap_1246_0193_no_r002_slo.tif,6.08385
./20181121_depthmap_0675_0363_no_r002_slo.tif,12.4533
./20181121_depthmap_0494_0416_no_r002_slo.tif,11.3133
./20181121_depthmap_0607_0383_no_r002_slo.tif,8.94771
./20181121_depthmap_1491_0122_no_r002_slo.tif,7.23842
./20181121_depthmap_0083_0540_no_r002_slo.tif,15.5348
./20181121_depthmap_1533_0109_no_r002_slo.tif,9.43285
./20181121_depthmap_1697_0063_no_r002_slo.tif,9.10035
./20181121_depthmap_0075_0541_no_r002_slo.tif,23.0976
./20181121_depthmap_1561_0102_no_r002_slo.tif,8.20135
./20181121_depthmap_1217_0201_no_r002_slo.tif,8.75992
./20181121_depthmap_0307_0472_no_r002_slo.tif,6.56183
./20181121_depthmap_1455_0133_no_r002_slo.tif,8.52822
./20181121_depthmap_1869_0003_no_r002_slo.tif,11.9652
./20181121_depthmap_0329_0465_no_r002_slo.tif,9.29677
./20181121_depthmap_0445_0431_no_r002_slo.tif,16.028
./20181121_depthmap_0525_0407_no_r002_slo.tif,19.1618
./20181121_depthmap_0765_0336_no_r002_slo.tif,18.2131
./20181121_depthmap_1012_0262_no_r002_slo.tif,10.6906
./20181121_depthmap_1455_0132_no_r002_slo.tif,8.90591
./20181121_depthmap_0744_0342_no_r002_slo.tif,8.8856
./20181121_depthmap_1852_0018_no_r002_slo.tif,14.1768
./20181121_depthmap_0931_0286_no_r002_slo.tif,13.8722
./20181121_depthmap_0581_0391_no_r002_slo.tif,8.92428
./20181121_depthmap_0448_0431_no_r002_slo.tif,22.5938
./20181121_depthmap_0678_0361_no_r002_slo.tif,7.434
./20181121_depthmap_1089_0240_no_r002_slo.tif,8.15774
./20181121_depthmap_1208_0204_no_r002_slo.tif,6.36421
./20181121_depthmap_0218_0498_no_r002_slo.tif,7.94562
./20181121_depthmap_1873_0002_no_r002_slo.tif,6.92738
./20181121_depthmap_1170_0216_no_r002_slo.tif,7.81589
./20181121_depthmap_1000_0266_no_r002_slo.tif,12.246
./20181121_depthmap_0038_0552_no_r002_slo.tif,24.782
./20181121_depthmap_1336_0167_no_r002_slo.tif,6.63062
./20181121_depthmap_0840_0313_no_r002_slo.tif,12.5736
./20181121_depthmap_1302_0177_no_r002_slo.tif,6.76221
./20181121_depthmap_1530_0110_no_r002_slo.tif,10.7037
./20181121_depthmap_0630_0376_no_r002_slo.tif,11.8632
./20181121_depthmap_1593_0092_no_r002_slo.tif,7.223
./20181121_depthmap_0379_0450_no_r002_slo.tif,8.19595
./20181121_depthmap_1165_0216_no_r002_slo.tif,12.5293
./20181121_depthmap_1843_0021_no_r002_slo.tif,18.3535
./20181121_depthmap_1238_0195_no_r002_slo.tif,7.72038
./20181121_depthmap_1825_0025_no_r002_slo.tif,8.57151
./20181121_depthmap_1284_0182_no_r002_slo.tif,6.84272
./20181121_depthmap_1564_0101_no_r002_slo.tif,7.56079
./20181121_depthmap_1731_0053_no_r002_slo.tif,8.43613
./20181121_depthmap_0988_0269_no_r002_slo.tif,15.3544
./20181121_depthmap_1035_0255_no_r002_slo.tif,6.60885
./20181121_depthmap_1280_0183_no_r002_slo.tif,7.23824
./20181121_depthmap_0560_0397_no_r002_slo.tif,8.69621
./20181121_depthmap_0277_0481_no_r002_slo.tif,6.92946
./20181121_depthmap_1724_0055_no_r002_slo.tif,9.07093
./20181121_depthmap_1768_0042_no_r002_slo.tif,7.67735
./20181121_depthmap_0074_0542_no_r002_slo.tif,24.1297
./20181121_depthmap_0066_0545_no_r002_slo.tif,12.2325
./20181121_depthmap_0696_0356_no_r002_slo.tif,8.52574
./20181121_depthmap_1238_0196_no_r002_slo.tif,8.42171
./20181121_depthmap_1128_0228_no_r002_slo.tif,7.17687
./20181121_depthmap_0401_0445_no_r002_slo.tif,7.5266
./20181121_depthmap_1032_0256_no_r002_slo.tif,6.40549
./20181121_depthmap_0424_0438_no_r002_slo.tif,6.6216
./20181121_depthmap_1351_0162_no_r002_slo.tif,9.15152
./20181121_depthmap_1194_0208_no_r002_slo.tif,6.43884
./20181121_depthmap_1462_0130_no_r002_slo.tif,7.60167
./20181121_depthmap_0341_0462_no_r002_slo.tif,5.79133
./20181121_depthmap_0464_0425_no_r002_slo.tif,8.32456
./20181121_depthmap_1413_0145_no_r002_slo.tif,8.70774
./20181121_depthmap_1066_0246_no_r002_slo.tif,6.38366
./20181121_depthmap_0099_0535_no_r002_slo.tif,16.7935
./20181121_depthmap_1378_0154_no_r002_slo.tif,9.39827
./20181121_depthmap_0533_0405_no_r002_slo.tif,8.10689
./20181121_depthmap_1766_0043_no_r002_slo.tif,9.96831
./20181121_depthmap_0856_0308_no_r002_slo.tif,17.3924
./20181121_depthmap_1506_0118_no_r002_slo.tif,9.00654
./20181121_depthmap_0367_0455_no_r002_slo.tif,7.82876
./20181121_depthmap_1105_0235_no_r002_slo.tif,8.86546
./20181121_depthmap_0303_0473_no_r002_slo.tif,6.7139
./20181121_depthmap_1480_0126_no_r002_slo.tif,8.48229
./20181121_depthmap_1576_0097_no_r002_slo.tif,7.42821
./20181121_depthmap_0524_0408_no_r002_slo.tif,31.993
./20181121_depthmap_1533_0110_no_r002_slo.tif,9.27488
./20181121_depthmap_1316_0173_no_r002_slo.tif,7.0564
./20181121_depthmap_0258_0487_no_r002_slo.tif,7.80703
./20181121_depthmap_0455_0429_no_r002_slo.tif,14.2498
./20181121_depthmap_0893_0298_no_r002_slo.tif,14.0902
./20181121_depthmap_0816_0320_no_r002_slo.tif,20.2871
./20181121_depthmap_0205_0502_no_r002_slo.tif,7.38064
./20181121_depthmap_0129_0525_no_r002_slo.tif,7.22407
./20181121_depthmap_0612_0381_no_r002_slo.tif,7.36507
./20181121_depthmap_0838_0314_no_r002_slo.tif,12.4363
./20181121_depthmap_0691_0357_no_r002_slo.tif,8.05331
./20181121_depthmap_0949_0280_no_r002_slo.tif,13.3637
./20181121_depthmap_0408_0443_no_r002_slo.tif,11.3633
./20181121_depthmap_0468_0424_no_r002_slo.tif,13.6844
./20181121_depthmap_1545_0107_no_r002_slo.tif,8.27589
./20181121_depthmap_0511_0411_no_r002_slo.tif,8.52155
./20181121_depthmap_1124_0229_no_r002_slo.tif,6.27121
./20181121_depthmap_1773_0040_no_r002_slo.tif,20.8215
./20181121_depthmap_1070_0245_no_r002_slo.tif,7.40506
./20181121_depthmap_0100_0533_no_r002_slo.tif,23.406
./20181121_depthmap_0002_0563_no_r002_slo.tif,15.4902
./20181121_depthmap_0199_0504_no_r002_slo.tif,7.27889
./20181121_depthmap_0853_0309_no_r002_slo.tif,14.4025
./20181121_depthmap_0778_0332_no_r002_slo.tif,19.8946
./20181121_depthmap_0942_0282_no_r002_slo.tif,13.995
./20181121_depthmap_0510_0412_no_r002_slo.tif,8.32748
./20181121_depthmap_0955_0279_no_r002_slo.tif,7.50324
./20181121_depthmap_1392_0151_no_r002_slo.tif,8.99347
./20181121_depthmap_0222_0497_no_r002_slo.tif,11.9508
./20181121_depthmap_1630_0081_no_r002_slo.tif,8.1644
./20181121_depthmap_0036_0553_no_r002_slo.tif,26.745
./20181121_depthmap_1011_0262_no_r002_slo.tif,6.6844
./20181121_depthmap_1441_0136_no_r002_slo.tif,7.05802
./20181121_depthmap_1252_0192_no_r002_slo.tif,8.12718
./20181121_depthmap_0392_0447_no_r002_slo.tif,6.88427
./20181121_depthmap_1347_0164_no_r002_slo.tif,8.10314
./20181121_depthmap_1013_0262_no_r002_slo.tif,15.1414
./20181121_depthmap_0872_0303_no_r002_slo.tif,11.9098
./20181121_depthmap_1323_0170_no_r002_slo.tif,9.35556
./20181121_depthmap_0589_0388_no_r002_slo.tif,7.34459
./20181121_depthmap_1172_0215_no_r002_slo.tif,7.70876
./20181121_depthmap_1279_0184_no_r002_slo.tif,7.45919
./20181121_depthmap_0085_0538_no_r002_slo.tif,20.648
./20181121_depthmap_0588_0388_no_r002_slo.tif,7.22893
./20181121_depthmap_0317_0469_no_r002_slo.tif,15.7035
./20181121_depthmap_1354_0161_no_r002_slo.tif,10.0952
./20181121_depthmap_1606_0089_no_r002_slo.tif,8.90367
./20181121_depthmap_1044_0253_no_r002_slo.tif,8.92151
./20181121_depthmap_1759_0045_no_r002_slo.tif,15.3928
./20181121_depthmap_1457_0131_no_r002_slo.tif,8.93182
./20181121_depthmap_1278_0184_no_r002_slo.tif,6.42257
./20181121_depthmap_1523_0112_no_r002_slo.tif,8.8493
./20181121_depthmap_0021_0558_no_r002_slo.tif,22.5412
./20181121_depthmap_1393_0150_no_r002_slo.tif,7.019
./20181121_depthmap_1126_0229_no_r002_slo.tif,8.32947
./20181121_depthmap_1330_0169_no_r002_slo.tif,9.0666
./20181121_depthmap_1061_0247_no_r002_slo.tif,9.34353
./20181121_depthmap_0458_0428_no_r002_slo.tif,11.9908
./20181121_depthmap_0730_0346_no_r002_slo.tif,13.1436
./20181121_depthmap_0497_0415_no_r002_slo.tif,11.8903
./20181121_depthmap_0677_0361_no_r002_slo.tif,9.90981
./20181121_depthmap_0701_0354_no_r002_slo.tif,11.3023
./20181121_depthmap_1555_0104_no_r002_slo.tif,9.09242
./20181121_depthmap_1137_0225_no_r002_slo.tif,6.06013
./20181121_depthmap_0515_0411_no_r002_slo.tif,7.61921
./20181121_depthmap_0479_0421_no_r002_slo.tif,7.16308
./20181121_depthmap_1386_0152_no_r002_slo.tif,6.6426
./20181121_depthmap_0637_0373_no_r002_slo.tif,21.3377
./20181121_depthmap_0351_0459_no_r002_slo.tif,6.0942
./20181121_depthmap_0670_0363_no_r002_slo.tif,7.04262
./20181121_depthmap_0148_0519_no_r002_slo.tif,21.919
./20181121_depthmap_0749_0340_no_r002_slo.tif,19.3514
./20181121_depthmap_0537_0404_no_r002_slo.tif,8.20581
./20181121_depthmap_1156_0220_no_r002_slo.tif,9.31228
./20181121_depthmap_1796_0033_no_r002_slo.tif,9.69597
./20181121_depthmap_0611_0382_no_r002_slo.tif,10.3318
./20181121_depthmap_1513_0116_no_r002_slo.tif,11.6079
./20181121_depthmap_1439_0137_no_r002_slo.tif,6.9166
./20181121_depthmap_0383_0450_no_r002_slo.tif,10.0503
./20181121_depthmap_0514_0411_no_r002_slo.tif,8.1122
./20181121_depthmap_1782_0037_no_r002_slo.tif,12.5836
./20181121_depthmap_0718_0349_no_r002_slo.tif,8.16113
./20181121_depthmap_1354_0162_no_r002_slo.tif,8.34086
./20181121_depthmap_1411_0145_no_r002_slo.tif,6.66267
