relative_path,mean_rugosity
rug/20181121_depthmap_1177_0213_no_r002_rug.tif,1.01862
rug/20181121_depthmap_0607_0382_no_r002_rug.tif,1.03922
rug/20181121_depthmap_0083_0538_no_r002_rug.tif,1.045
rug/20181121_depthmap_1434_0139_no_r002_rug.tif,1.02739
rug/20181121_depthmap_0128_0525_no_r002_rug.tif,1.04217
rug/20181121_depthmap_0300_0474_no_r002_rug.tif,1.01775
rug/20181121_depthmap_0892_0297_no_r002_rug.tif,1.14822
rug/20181121_depthmap_0868_0305_no_r002_rug.tif,1.20018
rug/20181121_depthmap_1403_0147_no_r002_rug.tif,1.02747
rug/20181121_depthmap_0327_0466_no_r002_rug.tif,1.01504
rug/20181121_depthmap_1805_0031_no_r002_rug.tif,1.06314
rug/20181121_depthmap_1392_0151_no_r002_rug.tif,1.02924
rug/20181121_depthmap_1780_0038_no_r002_rug.tif,1.02381
rug/20181121_depthmap_1002_0265_no_r002_rug.tif,1.02065
rug/20181121_depthmap_1413_0145_no_r002_rug.tif,1.02557
rug/20181121_depthmap_0865_0305_no_r002_rug.tif,1.25956
rug/20181121_depthmap_1538_0108_no_r002_rug.tif,1.02293
rug/20181121_depthmap_1551_0105_no_r002_rug.tif,1.02858
rug/20181121_depthmap_0509_0412_no_r002_rug.tif,1.02302
rug/20181121_depthmap_1107_0234_no_r002_rug.tif,1.01855
rug/20181121_depthmap_1680_0067_no_r002_rug.tif,1.02609
rug/20181121_depthmap_0574_0392_no_r002_rug.tif,1.05953
rug/20181121_depthmap_0986_0269_no_r002_rug.tif,1.13235
rug/20181121_depthmap_0787_0328_no_r002_rug.tif,1.06324
rug/20181121_depthmap_0034_0554_no_r002_rug.tif,1.02025
rug/20181121_depthmap_1082_0241_no_r002_rug.tif,1.03
rug/20181121_depthmap_0484_0420_no_r002_rug.tif,1.03562
rug/20181121_depthmap_1058_0248_no_r002_rug.tif,1.03239
rug/20181121_depthmap_1055_0249_no_r002_rug.tif,1.02202
rug/20181121_depthmap_1511_0116_no_r002_rug.tif,1.03305
rug/20181121_depthmap_0170_0513_no_r002_rug.tif,1.03197
rug/20181121_depthmap_1135_0226_no_r002_rug.tif,1.02321
rug/20181121_depthmap_0980_0272_no_r002_rug.tif,1.02075
rug/20181121_depthmap_1666_0071_no_r002_rug.tif,1.02183
rug/20181121_depthmap_0333_0464_no_r002_rug.tif,1.02279
rug/20181121_depthmap_1470_0128_no_r002_rug.tif,1.02142
rug/20181121_depthmap_0323_0467_no_r002_rug.tif,1.02047
rug/20181121_depthmap_0469_0425_no_r002_rug.tif,1.03133
rug/20181121_depthmap_1099_0237_no_r002_rug.tif,1.0258
rug/20181121_depthmap_0383_0450_no_r002_rug.tif,1.0304
rug/20181121_depthmap_0724_0348_no_r002_rug.tif,1.03238
rug/20181121_depthmap_0248_0489_no_r002_rug.tif,1.03899
rug/20181121_depthmap_0017_0558_no_r002_rug.tif,1.13073
rug/20181121_depthmap_1778_0039_no_r002_rug.tif,1.02836
rug/20181121_depthmap_1149_0221_no_r002_rug.tif,1.02881
rug/20181121_depthmap_0004_0563_no_r002_rug.tif,1.06316
rug/20181121_depthmap_1609_0087_no_r002_rug.tif,1.04976
rug/20181121_depthmap_1045_0252_no_r002_rug.tif,1.01808
rug/20181121_depthmap_1170_0215_no_r002_rug.tif,1.0223
rug/20181121_depthmap_1672_0070_no_r002_rug.tif,1.03367
rug/20181121_depthmap_0360_0456_no_r002_rug.tif,1.03553
rug/20181121_depthmap_1592_0092_no_r002_rug.tif,1.04714
rug/20181121_depthmap_1048_0251_no_r002_rug.tif,1.03843
rug/20181121_depthmap_0957_0279_no_r002_rug.tif,1.03135
rug/20181121_depthmap_0567_0395_no_r002_rug.tif,1.0336
rug/20181121_depthmap_0798_0326_no_r002_rug.tif,1.07727
rug/20181121_depthmap_0788_0328_no_r002_rug.tif,1.0234
rug/20181121_depthmap_1182_0212_no_r002_rug.tif,1.02383
rug/20181121_depthmap_0576_0392_no_r002_rug.tif,1.03085
rug/20181121_depthmap_0319_0468_no_r002_rug.tif,1.0534
rug/20181121_depthmap_0970_0274_no_r002_rug.tif,1.02949
rug/20181121_depthmap_1793_0035_no_r002_rug.tif,1.0315
rug/20181121_depthmap_0909_0293_no_r002_rug.tif,1.11039
rug/20181121_depthmap_0362_0456_no_r002_rug.tif,1.02473
rug/20181121_depthmap_0095_0536_no_r002_rug.tif,1.36423
rug/20181121_depthmap_1720_0056_no_r002_rug.tif,1.03395
rug/20181121_depthmap_1061_0248_no_r002_rug.tif,1.02615
rug/20181121_depthmap_0282_0479_no_r002_rug.tif,1.04679
rug/20181121_depthmap_1641_0079_no_r002_rug.tif,1.03124
rug/20181121_depthmap_1272_0185_no_r002_rug.tif,1.07243
rug/20181121_depthmap_1864_0008_no_r002_rug.tif,1.03912
rug/20181121_depthmap_0676_0362_no_r002_rug.tif,1.06468
rug/20181121_depthmap_1416_0144_no_r002_rug.tif,1.02366
rug/20181121_depthmap_0340_0462_no_r002_rug.tif,1.01741
rug/20181121_depthmap_1598_0091_no_r002_rug.tif,1.02559
rug/20181121_depthmap_0356_0457_no_r002_rug.tif,1.03255
rug/20181121_depthmap_0223_0497_no_r002_rug.tif,1.07871
rug/20181121_depthmap_1587_0095_no_r002_rug.tif,1.03143
rug/20181121_depthmap_0584_0389_no_r002_rug.tif,1.04833
rug/20181121_depthmap_1628_0082_no_r002_rug.tif,1.02242
rug/20181121_depthmap_1280_0184_no_r002_rug.tif,1.02329
rug/20181121_depthmap_0238_0492_no_r002_rug.tif,1.05215
rug/20181121_depthmap_0811_0322_no_r002_rug.tif,1.01983
rug/20181121_depthmap_0276_0481_no_r002_rug.tif,1.02809
rug/20181121_depthmap_0940_0284_no_r002_rug.tif,1.03802
rug/20181121_depthmap_1662_0073_no_r002_rug.tif,1.02914
rug/20181121_depthmap_1297_0179_no_r002_rug.tif,1.02477
rug/20181121_depthmap_0306_0472_no_r002_rug.tif,1.03706
rug/20181121_depthmap_0800_0325_no_r002_rug.tif,1.02986
rug/20181121_depthmap_0427_0437_no_r002_rug.tif,1.0171
rug/20181121_depthmap_0080_0539_no_r002_rug.tif,1.17979
rug/20181121_depthmap_1589_0094_no_r002_rug.tif,1.03031
rug/20181121_depthmap_1879_0009_no_r002_rug.tif,1.07162
rug/20181121_depthmap_0794_0326_no_r002_rug.tif,1.03016
rug/20181121_depthmap_0979_0272_no_r002_rug.tif,1.0186
rug/20181121_depthmap_0481_0421_no_r002_rug.tif,1.03196
rug/20181121_depthmap_1712_0058_no_r002_rug.tif,1.02496
rug/20181121_depthmap_1209_0204_no_r002_rug.tif,1.01863
rug/20181121_depthmap_1132_0227_no_r002_rug.tif,1.02262
rug/20181121_depthmap_1446_0135_no_r002_rug.tif,1.01539
rug/20181121_depthmap_1779_0038_no_r002_rug.tif,1.02888
rug/20181121_depthmap_0355_0458_no_r002_rug.tif,1.02257
rug/20181121_depthmap_1122_0229_no_r002_rug.tif,1.0362
rug/20181121_depthmap_0833_0315_no_r002_rug.tif,1.06505
rug/20181121_depthmap_0816_0320_no_r002_rug.tif,1.15625
rug/20181121_depthmap_0145_0520_no_r002_rug.tif,1.04145
rug/20181121_depthmap_0488_0419_no_r002_rug.tif,1.03242
rug/20181121_depthmap_1717_0056_no_r002_rug.tif,1.03886
rug/20181121_depthmap_0990_0269_no_r002_rug.tif,1.03067
rug/20181121_depthmap_1497_0121_no_r002_rug.tif,1.03346
rug/20181121_depthmap_1526_0111_no_r002_rug.tif,1.05674
rug/20181121_depthmap_0073_0542_no_r002_rug.tif,1.05159
rug/20181121_depthmap_1244_0194_no_r002_rug.tif,1.02521
rug/20181121_depthmap_0931_0286_no_r002_rug.tif,1.08163
rug/20181121_depthmap_1795_0034_no_r002_rug.tif,1.02526
rug/20181121_depthmap_1269_0187_no_r002_rug.tif,1.02515
rug/20181121_depthmap_1597_0092_no_r002_rug.tif,1.03167
rug/20181121_depthmap_0377_0452_no_r002_rug.tif,1.02406
rug/20181121_depthmap_0820_0319_no_r002_rug.tif,1.03732
rug/20181121_depthmap_0960_0277_no_r002_rug.tif,1.03189
rug/20181121_depthmap_1770_0041_no_r002_rug.tif,1.02568
rug/20181121_depthmap_1715_0057_no_r002_rug.tif,1.02128
rug/20181121_depthmap_0008_0561_no_r002_rug.tif,1.30656
rug/20181121_depthmap_0951_0280_no_r002_rug.tif,1.03335
rug/20181121_depthmap_0082_0540_no_r002_rug.tif,1.15485
rug/20181121_depthmap_1055_0250_no_r002_rug.tif,1.02536
rug/20181121_depthmap_1764_0043_no_r002_rug.tif,1.08136
rug/20181121_depthmap_0062_0546_no_r002_rug.tif,1.11432
rug/20181121_depthmap_0840_0313_no_r002_rug.tif,1.07517
rug/20181121_depthmap_0774_0332_no_r002_rug.tif,1.05565
rug/20181121_depthmap_0903_0295_no_r002_rug.tif,1.16239
rug/20181121_depthmap_0178_0511_no_r002_rug.tif,1.04003
rug/20181121_depthmap_0664_0366_no_r002_rug.tif,1.0296
rug/20181121_depthmap_0665_0365_no_r002_rug.tif,1.02592
rug/20181121_depthmap_1652_0075_no_r002_rug.tif,1.02166
rug/20181121_depthmap_1126_0228_no_r002_rug.tif,1.01717
rug/20181121_depthmap_0193_0507_no_r002_rug.tif,1.03368
rug/20181121_depthmap_0700_0354_no_r002_rug.tif,1.06386
rug/20181121_depthmap_0397_0446_no_r002_rug.tif,1.02505
rug/20181121_depthmap_0930_0287_no_r002_rug.tif,1.10587
rug/20181121_depthmap_0562_0396_no_r002_rug.tif,1.02899
rug/20181121_depthmap_0620_0379_no_r002_rug.tif,1.03009
rug/20181121_depthmap_0156_0517_no_r002_rug.tif,1.02069
rug/20181121_depthmap_1294_0180_no_r002_rug.tif,1.02911
rug/20181121_depthmap_1251_0192_no_r002_rug.tif,1.02275
rug/20181121_depthmap_0105_0533_no_r002_rug.tif,1.02915
rug/20181121_depthmap_1155_0219_no_r002_rug.tif,1.06445
rug/20181121_depthmap_0783_0330_no_r002_rug.tif,1.09103
rug/20181121_depthmap_0450_0430_no_r002_rug.tif,1.12342
rug/20181121_depthmap_0554_0399_no_r002_rug.tif,1.02869
rug/20181121_depthmap_1029_0257_no_r002_rug.tif,1.02057
rug/20181121_depthmap_1573_0099_no_r002_rug.tif,1.03638
rug/20181121_depthmap_1426_0141_no_r002_rug.tif,1.02186
rug/20181121_depthmap_0142_0521_no_r002_rug.tif,1.03147
rug/20181121_depthmap_1669_0071_no_r002_rug.tif,1.03024
rug/20181121_depthmap_0138_0523_no_r002_rug.tif,1.04297
rug/20181121_depthmap_1169_0215_no_r002_rug.tif,1.04636
rug/20181121_depthmap_1875_0003_no_r002_rug.tif,1.03191
rug/20181121_depthmap_0967_0276_no_r002_rug.tif,1.02749
rug/20181121_depthmap_0337_0463_no_r002_rug.tif,1.01731
rug/20181121_depthmap_0675_0362_no_r002_rug.tif,1.06795
rug/20181121_depthmap_1026_0258_no_r002_rug.tif,1.02364
rug/20181121_depthmap_1549_0105_no_r002_rug.tif,1.02237
rug/20181121_depthmap_1031_0256_no_r002_rug.tif,1.01754
rug/20181121_depthmap_0605_0383_no_r002_rug.tif,1.02443
rug/20181121_depthmap_1343_0165_no_r002_rug.tif,1.02062
rug/20181121_depthmap_0763_0337_no_r002_rug.tif,1.03599
rug/20181121_depthmap_1033_0256_no_r002_rug.tif,1.02416
rug/20181121_depthmap_1769_0041_no_r002_rug.tif,1.03671
rug/20181121_depthmap_1811_0030_no_r002_rug.tif,1.03577
rug/20181121_depthmap_0983_0271_no_r002_rug.tif,1.02533
rug/20181121_depthmap_0691_0357_no_r002_rug.tif,1.03078
rug/20181121_depthmap_1539_0108_no_r002_rug.tif,1.0244
rug/20181121_depthmap_1121_0230_no_r002_rug.tif,1.01975
rug/20181121_depthmap_1701_0061_no_r002_rug.tif,1.02387
rug/20181121_depthmap_0689_0358_no_r002_rug.tif,1.0393
rug/20181121_depthmap_0038_0553_no_r002_rug.tif,1.08824
rug/20181121_depthmap_1252_0191_no_r002_rug.tif,1.02074
rug/20181121_depthmap_1003_0265_no_r002_rug.tif,1.02164
rug/20181121_depthmap_0235_0493_no_r002_rug.tif,1.03485
rug/20181121_depthmap_1748_0047_no_r002_rug.tif,1.04174
rug/20181121_depthmap_0296_0476_no_r002_rug.tif,1.02717
rug/20181121_depthmap_1387_0152_no_r002_rug.tif,1.01617
rug/20181121_depthmap_0175_0511_no_r002_rug.tif,1.03153
rug/20181121_depthmap_1243_0194_no_r002_rug.tif,1.01714
rug/20181121_depthmap_0603_0384_no_r002_rug.tif,1.04686
rug/20181121_depthmap_1455_0133_no_r002_rug.tif,1.02531
rug/20181121_depthmap_1535_0110_no_r002_rug.tif,1.03048
rug/20181121_depthmap_1789_0035_no_r002_rug.tif,1.03986
rug/20181121_depthmap_1714_0057_no_r002_rug.tif,1.03067
rug/20181121_depthmap_0929_0286_no_r002_rug.tif,1.07743
rug/20181121_depthmap_1421_0142_no_r002_rug.tif,1.02396
rug/20181121_depthmap_0863_0306_no_r002_rug.tif,1.18586
rug/20181121_depthmap_0263_0486_no_r002_rug.tif,1.03501
rug/20181121_depthmap_0799_0325_no_r002_rug.tif,1.0212
rug/20181121_depthmap_0717_0350_no_r002_rug.tif,1.03186
rug/20181121_depthmap_0939_0283_no_r002_rug.tif,1.10075
rug/20181121_depthmap_1111_0233_no_r002_rug.tif,1.01935
rug/20181121_depthmap_1476_0126_no_r002_rug.tif,1.03796
rug/20181121_depthmap_0848_0310_no_r002_rug.tif,1.05967
rug/20181121_depthmap_0959_0277_no_r002_rug.tif,1.05129
rug/20181121_depthmap_0716_0350_no_r002_rug.tif,1.02629
rug/20181121_depthmap_1468_0129_no_r002_rug.tif,1.02567
rug/20181121_depthmap_0851_0310_no_r002_rug.tif,1.091
rug/20181121_depthmap_1474_0127_no_r002_rug.tif,1.02467
rug/20181121_depthmap_0001_0564_no_r002_rug.tif,1.13631
rug/20181121_depthmap_1442_0136_no_r002_rug.tif,1.01586
rug/20181121_depthmap_0143_0521_no_r002_rug.tif,1.04204
rug/20181121_depthmap_0682_0360_no_r002_rug.tif,1.03023
rug/20181121_depthmap_0861_0307_no_r002_rug.tif,1.11919
rug/20181121_depthmap_0443_0432_no_r002_rug.tif,1.14535
rug/20181121_depthmap_1375_0155_no_r002_rug.tif,1.02635
rug/20181121_depthmap_1094_0238_no_r002_rug.tif,1.02138
rug/20181121_depthmap_0900_0295_no_r002_rug.tif,1.11369
rug/20181121_depthmap_1530_0111_no_r002_rug.tif,1.03386
rug/20181121_depthmap_0523_0407_no_r002_rug.tif,1.11809
rug/20181121_depthmap_0528_0406_no_r002_rug.tif,1.04726
rug/20181121_depthmap_0606_0383_no_r002_rug.tif,1.03532
rug/20181121_depthmap_1039_0254_no_r002_rug.tif,1.01863
rug/20181121_depthmap_0822_0318_no_r002_rug.tif,1.05285
rug/20181121_depthmap_0884_0300_no_r002_rug.tif,1.06035
rug/20181121_depthmap_1509_0117_no_r002_rug.tif,1.02485
rug/20181121_depthmap_1103_0235_no_r002_rug.tif,1.01596
rug/20181121_depthmap_0746_0341_no_r002_rug.tif,1.02444
rug/20181121_depthmap_1212_0203_no_r002_rug.tif,1.01688
rug/20181121_depthmap_0745_0342_no_r002_rug.tif,1.03406
rug/20181121_depthmap_1075_0244_no_r002_rug.tif,1.03226
rug/20181121_depthmap_1864_0011_no_r002_rug.tif,1.13195
rug/20181121_depthmap_1741_0049_no_r002_rug.tif,1.12529
rug/20181121_depthmap_1150_0222_no_r002_rug.tif,1.02482
rug/20181121_depthmap_0895_0296_no_r002_rug.tif,1.26179
rug/20181121_depthmap_0079_0540_no_r002_rug.tif,1.11864
rug/20181121_depthmap_0727_0347_no_r002_rug.tif,1.03429
rug/20181121_depthmap_1347_0164_no_r002_rug.tif,1.02307
rug/20181121_depthmap_0421_0439_no_r002_rug.tif,1.02267
rug/20181121_depthmap_1273_0185_no_r002_rug.tif,1.02196
rug/20181121_depthmap_0582_0390_no_r002_rug.tif,1.02736
rug/20181121_depthmap_0712_0352_no_r002_rug.tif,1.03256
rug/20181121_depthmap_0486_0419_no_r002_rug.tif,1.02749
rug/20181121_depthmap_0971_0274_no_r002_rug.tif,1.01813
rug/20181121_depthmap_1234_0196_no_r002_rug.tif,1.04358
rug/20181121_depthmap_0109_0531_no_r002_rug.tif,1.02269
rug/20181121_depthmap_0047_0551_no_r002_rug.tif,1.18151
rug/20181121_depthmap_1278_0184_no_r002_rug.tif,1.01597
rug/20181121_depthmap_0731_0346_no_r002_rug.tif,1.06898
rug/20181121_depthmap_0782_0331_no_r002_rug.tif,1.03667
rug/20181121_depthmap_1247_0193_no_r002_rug.tif,1.0214
rug/20181121_depthmap_1436_0138_no_r002_rug.tif,1.02027
rug/20181121_depthmap_1049_0251_no_r002_rug.tif,1.06923
rug/20181121_depthmap_0985_0270_no_r002_rug.tif,1.0278
rug/20181121_depthmap_0363_0455_no_r002_rug.tif,1.03472
rug/20181121_depthmap_1840_0021_no_r002_rug.tif,1.02525
rug/20181121_depthmap_1668_0071_no_r002_rug.tif,1.02631
rug/20181121_depthmap_1773_0041_no_r002_rug.tif,1.14384
rug/20181121_depthmap_0354_0459_no_r002_rug.tif,1.02634
rug/20181121_depthmap_0580_0391_no_r002_rug.tif,1.03251
rug/20181121_depthmap_1417_0143_no_r002_rug.tif,1.02093
rug/20181121_depthmap_0657_0367_no_r002_rug.tif,1.02771
rug/20181121_depthmap_0007_0562_no_r002_rug.tif,1.30114
rug/20181121_depthmap_1633_0081_no_r002_rug.tif,1.02918
rug/20181121_depthmap_0352_0459_no_r002_rug.tif,1.02045
rug/20181121_depthmap_0710_0352_no_r002_rug.tif,1.02543
rug/20181121_depthmap_1554_0103_no_r002_rug.tif,1.05485
rug/20181121_depthmap_1508_0117_no_r002_rug.tif,1.02527
rug/20181121_depthmap_1874_0003_no_r002_rug.tif,1.03327
rug/20181121_depthmap_0643_0371_no_r002_rug.tif,1.03801
rug/20181121_depthmap_0085_0539_no_r002_rug.tif,1.07749
rug/20181121_depthmap_0232_0494_no_r002_rug.tif,1.02989
rug/20181121_depthmap_0003_0563_no_r002_rug.tif,1.07458
rug/20181121_depthmap_1870_0002_no_r002_rug.tif,1.1091
rug/20181121_depthmap_0856_0308_no_r002_rug.tif,1.10925
rug/20181121_depthmap_1318_0173_no_r002_rug.tif,1.02238
rug/20181121_depthmap_1424_0142_no_r002_rug.tif,1.03167
rug/20181121_depthmap_1213_0202_no_r002_rug.tif,1.06348
rug/20181121_depthmap_1610_0087_no_r002_rug.tif,1.02277
rug/20181121_depthmap_1860_0015_no_r002_rug.tif,1.02013
rug/20181121_depthmap_0883_0301_no_r002_rug.tif,1.0677
rug/20181121_depthmap_1402_0147_no_r002_rug.tif,1.05051
rug/20181121_depthmap_0559_0397_no_r002_rug.tif,1.08906
rug/20181121_depthmap_0920_0289_no_r002_rug.tif,1.09617
rug/20181121_depthmap_1845_0020_no_r002_rug.tif,1.03261
rug/20181121_depthmap_0359_0457_no_r002_rug.tif,1.02459
rug/20181121_depthmap_0522_0409_no_r002_rug.tif,1.04568
rug/20181121_depthmap_0620_0378_no_r002_rug.tif,1.04498
rug/20181121_depthmap_1248_0193_no_r002_rug.tif,1.02573
rug/20181121_depthmap_1846_0020_no_r002_rug.tif,1.03093
rug/20181121_depthmap_0132_0524_no_r002_rug.tif,1.02974
rug/20181121_depthmap_0370_0454_no_r002_rug.tif,1.0261
rug/20181121_depthmap_0070_0543_no_r002_rug.tif,1.14621
rug/20181121_depthmap_0525_0407_no_r002_rug.tif,1.16671
rug/20181121_depthmap_0316_0470_no_r002_rug.tif,1.03066
rug/20181121_depthmap_1817_0028_no_r002_rug.tif,1.0361
rug/20181121_depthmap_1457_0132_no_r002_rug.tif,1.02114
rug/20181121_depthmap_0035_0554_no_r002_rug.tif,1.05
rug/20181121_depthmap_1469_0128_no_r002_rug.tif,1.02964
rug/20181121_depthmap_0640_0373_no_r002_rug.tif,1.02377
rug/20181121_depthmap_1274_0185_no_r002_rug.tif,1.01687
rug/20181121_depthmap_1115_0232_no_r002_rug.tif,1.02148
rug/20181121_depthmap_0059_0547_no_r002_rug.tif,1.15021
rug/20181121_depthmap_1748_0048_no_r002_rug.tif,1.04123
rug/20181121_depthmap_0775_0332_no_r002_rug.tif,1.0372
rug/20181121_depthmap_0994_0267_no_r002_rug.tif,1.05005
rug/20181121_depthmap_1589_0093_no_r002_rug.tif,1.04679
rug/20181121_depthmap_1593_0092_no_r002_rug.tif,1.02437
rug/20181121_depthmap_1265_0188_no_r002_rug.tif,1.0246
rug/20181121_depthmap_1434_0138_no_r002_rug.tif,1.02233
rug/20181121_depthmap_0275_0481_no_r002_rug.tif,1.05264
rug/20181121_depthmap_1473_0128_no_r002_rug.tif,1.02537
rug/20181121_depthmap_0492_0418_no_r002_rug.tif,1.03855
rug/20181121_depthmap_1873_0003_no_r002_rug.tif,1.0328
rug/20181121_depthmap_1572_0098_no_r002_rug.tif,1.03692
rug/20181121_depthmap_0028_0555_no_r002_rug.tif,1.38825
rug/20181121_depthmap_1687_0066_no_r002_rug.tif,1.04292
rug/20181121_depthmap_0845_0311_no_r002_rug.tif,1.25772
rug/20181121_depthmap_0273_0483_no_r002_rug.tif,1.03275
rug/20181121_depthmap_0871_0304_no_r002_rug.tif,1.08793
rug/20181121_depthmap_0324_0467_no_r002_rug.tif,1.01617
rug/20181121_depthmap_0680_0361_no_r002_rug.tif,1.04042
rug/20181121_depthmap_0188_0507_no_r002_rug.tif,1.04006
rug/20181121_depthmap_1442_0137_no_r002_rug.tif,1.02195
rug/20181121_depthmap_0195_0505_no_r002_rug.tif,1.03279
rug/20181121_depthmap_1252_0192_no_r002_rug.tif,1.02325
rug/20181121_depthmap_0652_0369_no_r002_rug.tif,1.1334
rug/20181121_depthmap_1585_0095_no_r002_rug.tif,1.02741
rug/20181121_depthmap_1527_0111_no_r002_rug.tif,1.04714
rug/20181121_depthmap_1313_0174_no_r002_rug.tif,1.02268
rug/20181121_depthmap_0153_0518_no_r002_rug.tif,1.02612
rug/20181121_depthmap_1687_0065_no_r002_rug.tif,1.02829
rug/20181121_depthmap_0573_0393_no_r002_rug.tif,1.02704
rug/20181121_depthmap_0344_0461_no_r002_rug.tif,1.01646
rug/20181121_depthmap_0193_0506_no_r002_rug.tif,1.02942
rug/20181121_depthmap_1459_0131_no_r002_rug.tif,1.01795
rug/20181121_depthmap_0571_0393_no_r002_rug.tif,1.03178
rug/20181121_depthmap_1328_0169_no_r002_rug.tif,1.01906
rug/20181121_depthmap_0649_0370_no_r002_rug.tif,1.03179
rug/20181121_depthmap_0312_0470_no_r002_rug.tif,1.05337
rug/20181121_depthmap_1335_0167_no_r002_rug.tif,1.02192
rug/20181121_depthmap_0066_0545_no_r002_rug.tif,1.07953
rug/20181121_depthmap_0727_0346_no_r002_rug.tif,1.05297
rug/20181121_depthmap_1256_0191_no_r002_rug.tif,1.02172
rug/20181121_depthmap_0249_0490_no_r002_rug.tif,1.03647
rug/20181121_depthmap_1458_0132_no_r002_rug.tif,1.02318
rug/20181121_depthmap_0513_0411_no_r002_rug.tif,1.02657
rug/20181121_depthmap_1223_0200_no_r002_rug.tif,1.02134
rug/20181121_depthmap_0138_0522_no_r002_rug.tif,1.02999
rug/20181121_depthmap_0031_0554_no_r002_rug.tif,1.09098
rug/20181121_depthmap_1500_0120_no_r002_rug.tif,1.0445
rug/20181121_depthmap_1822_0027_no_r002_rug.tif,1.03574
rug/20181121_depthmap_1822_0026_no_r002_rug.tif,1.03481
rug/20181121_depthmap_0371_0454_no_r002_rug.tif,1.02413
rug/20181121_depthmap_0599_0385_no_r002_rug.tif,1.02571
rug/20181121_depthmap_0249_0489_no_r002_rug.tif,1.04196
rug/20181121_depthmap_0424_0438_no_r002_rug.tif,1.01747
rug/20181121_depthmap_1206_0205_no_r002_rug.tif,1.01953
rug/20181121_depthmap_1558_0102_no_r002_rug.tif,1.04181
rug/20181121_depthmap_0595_0386_no_r002_rug.tif,1.02463
rug/20181121_depthmap_1112_0233_no_r002_rug.tif,1.02184
rug/20181121_depthmap_1325_0170_no_r002_rug.tif,1.01608
